Tournament,Stage,Match Type,Match Name,Map,Team,Elimination,Detonated,Defused,Time Expiry (No Plant),Eliminated,Defused Failed,Detonation Denied,Time Expiry (Failed to Plant)
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Titan Esports Club vs All Gamers,Icebox,Titan Esports Club,4,0,2,0,11,2,0,0
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Titan Esports Club vs All Gamers,Icebox,All Gamers,11,2,0,0,4,0,2,0
Champions Tour 2024: China Stage 2,Regular Season,Week 2,EDward Gaming vs Wolves Esports,Split,EDward Gaming,9,0,3,1,6,0,1,0
Champions Tour 2024: China Stage 2,Regular Season,Week 2,EDward Gaming vs Wolves Esports,Split,Wolves Esports,6,0,1,0,9,0,3,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,EDward Gaming vs Wolves Esports,Bind,EDward Gaming,4,3,5,0,7,1,6,0
Champions Tour 2024: China Stage 2,Regular Season,Week 2,EDward Gaming vs Wolves Esports,Bind,Wolves Esports,7,1,6,0,4,3,5,0
Champions Tour 2024: China Stage 2,Regular Season,Week 2,EDward Gaming vs Wolves Esports,Icebox,EDward Gaming,6,0,1,0,9,0,4,0
Champions Tour 2024: China Stage 2,Regular Season,Week 2,EDward Gaming vs Wolves Esports,Icebox,Wolves Esports,9,0,4,0,6,0,1,0
Champions Tour 2024: China Stage 2,Regular Season,Week 2,TYLOO vs Trace Esports,Split,TYLOO,8,3,0,0,8,0,2,3
Champions Tour 2024: China Stage 2,Regular Season,Week 2,TYLOO vs Trace Esports,Split,Trace Esports,8,0,2,3,8,3,0,0
Champions Tour 2024: China Stage 2,Regular Season,Week 2,TYLOO vs Trace Esports,Sunset,TYLOO,9,2,2,0,3,1,3,0
Champions Tour 2024: China Stage 2,Regular Season,Week 2,TYLOO vs Trace Esports,Sunset,Trace Esports,3,1,3,0,9,2,2,0
Champions Tour 2024: China Stage 2,Regular Season,Week 2,TYLOO vs Trace Esports,Haven,TYLOO,3,1,0,0,7,2,3,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,TYLOO vs Trace Esports,Haven,Trace Esports,7,2,3,1,3,1,0,0
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Nova Esports vs Bilibili Gaming,Split,Nova Esports,12,0,1,3,9,1,3,1
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Nova Esports vs Bilibili Gaming,Split,Bilibili Gaming,9,1,3,1,12,0,1,3
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Nova Esports vs Bilibili Gaming,Bind,Nova Esports,7,1,1,0,7,3,3,0
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Nova Esports vs Bilibili Gaming,Bind,Bilibili Gaming,7,3,3,0,7,1,1,0
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Nova Esports vs Bilibili Gaming,Ascent,Nova Esports,5,0,1,0,9,0,4,0
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Nova Esports vs Bilibili Gaming,Ascent,Bilibili Gaming,9,0,4,0,5,0,1,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs FunPlus Phoenix,Sunset,JDG Esports,5,1,2,0,9,3,1,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs FunPlus Phoenix,Sunset,FunPlus Phoenix,9,3,1,0,5,1,2,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs FunPlus Phoenix,Haven,JDG Esports,8,1,3,0,8,0,5,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs FunPlus Phoenix,Haven,FunPlus Phoenix,8,0,5,1,8,1,3,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Dragon Ranger Gaming,Lotus,EDward Gaming,8,0,3,0,8,0,5,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Dragon Ranger Gaming,Lotus,Dragon Ranger Gaming,8,0,5,0,8,0,3,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Dragon Ranger Gaming,Haven,EDward Gaming,4,0,1,0,10,0,3,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Dragon Ranger Gaming,Haven,Dragon Ranger Gaming,10,0,3,0,4,0,1,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Nova Esports vs Wolves Esports,Icebox,Nova Esports,11,1,1,1,11,1,0,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Nova Esports vs Wolves Esports,Icebox,Wolves Esports,11,1,0,0,11,1,1,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Nova Esports vs Wolves Esports,Sunset,Nova Esports,10,1,4,0,7,0,5,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Nova Esports vs Wolves Esports,Sunset,Wolves Esports,7,0,5,1,10,1,4,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs Trace Esports,Bind,JDG Esports,12,0,0,1,2,0,0,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs Trace Esports,Bind,Trace Esports,2,0,0,0,12,0,0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs Trace Esports,Sunset,JDG Esports,6,0,2,0,9,2,1,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs Trace Esports,Sunset,Trace Esports,9,2,1,1,6,0,2,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs Trace Esports,Haven,JDG Esports,9,1,3,0,3,2,1,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs Trace Esports,Haven,Trace Esports,3,2,1,0,9,1,3,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Titan Esports Club vs TYLOO,Bind,Titan Esports Club,10,0,1,0,9,0,3,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Titan Esports Club vs TYLOO,Bind,TYLOO,9,0,3,1,10,0,1,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Titan Esports Club vs TYLOO,Ascent,Titan Esports Club,10,2,1,0,6,0,3,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Titan Esports Club vs TYLOO,Ascent,TYLOO,6,0,3,0,10,2,1,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Titan Esports Club vs TYLOO,Icebox,Titan Esports Club,7,1,1,0,7,1,5,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Titan Esports Club vs TYLOO,Icebox,TYLOO,7,1,5,0,7,1,1,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,All Gamers vs FunPlus Phoenix,Sunset,All Gamers,8,0,3,0,6,4,3,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,All Gamers vs FunPlus Phoenix,Sunset,FunPlus Phoenix,6,4,3,0,8,0,3,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,All Gamers vs FunPlus Phoenix,Haven,All Gamers,10,0,3,0,5,1,1,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,All Gamers vs FunPlus Phoenix,Haven,FunPlus Phoenix,5,1,1,1,10,0,3,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,All Gamers vs FunPlus Phoenix,Ascent,All Gamers,6,0,1,0,9,3,1,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,All Gamers vs FunPlus Phoenix,Ascent,FunPlus Phoenix,9,3,1,0,6,0,1,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Bilibili Gaming vs Dragon Ranger Gaming,Lotus,Bilibili Gaming,12,0,1,0,7,0,3,1
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Bilibili Gaming vs Dragon Ranger Gaming,Lotus,Dragon Ranger Gaming,7,0,3,1,12,0,1,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Bilibili Gaming vs Dragon Ranger Gaming,Ascent,Bilibili Gaming,10,0,3,0,9,1,1,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Bilibili Gaming vs Dragon Ranger Gaming,Ascent,Dragon Ranger Gaming,9,1,1,0,10,0,3,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Nova Esports,Lotus,EDward Gaming,9,1,3,0,6,2,1,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Nova Esports,Lotus,Nova Esports,6,2,1,0,9,1,3,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Nova Esports,Bind,EDward Gaming,10,2,1,0,5,0,1,0
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Nova Esports,Bind,Nova Esports,5,0,1,0,10,2,1,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,All Gamers vs Trace Esports,Haven,All Gamers,6,0,0,0,10,3,0,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,All Gamers vs Trace Esports,Haven,Trace Esports,10,3,0,0,6,0,0,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,All Gamers vs Trace Esports,Sunset,All Gamers,3,0,1,0,8,1,3,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,All Gamers vs Trace Esports,Sunset,Trace Esports,8,1,3,1,3,0,1,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Titan Esports Club vs FunPlus Phoenix,Lotus,Titan Esports Club,9,0,3,1,5,2,2,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Titan Esports Club vs FunPlus Phoenix,Lotus,FunPlus Phoenix,5,2,2,0,9,0,3,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Titan Esports Club vs FunPlus Phoenix,Sunset,Titan Esports Club,9,1,3,0,6,0,0,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Titan Esports Club vs FunPlus Phoenix,Sunset,FunPlus Phoenix,6,0,0,0,9,1,3,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs JDG Esports,Haven,TYLOO,1,0,0,0,9,0,4,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs JDG Esports,Haven,JDG Esports,9,0,4,0,1,0,0,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs JDG Esports,Icebox,TYLOO,7,0,1,1,11,0,2,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs JDG Esports,Icebox,JDG Esports,11,0,2,0,7,0,1,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Dragon Ranger Gaming vs Wolves Esports,Icebox,Dragon Ranger Gaming,3,1,2,1,10,1,2,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Dragon Ranger Gaming vs Wolves Esports,Icebox,Wolves Esports,10,1,2,0,3,1,2,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Dragon Ranger Gaming vs Wolves Esports,Ascent,Dragon Ranger Gaming,3,1,2,0,8,0,4,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Dragon Ranger Gaming vs Wolves Esports,Ascent,Wolves Esports,8,0,4,1,3,1,2,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Trace Esports vs Titan Esports Club,Lotus,Trace Esports,9,0,4,0,7,1,3,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Trace Esports vs Titan Esports Club,Lotus,Titan Esports Club,7,1,3,0,9,0,4,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Trace Esports vs Titan Esports Club,Bind,Trace Esports,4,2,2,0,10,1,2,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Trace Esports vs Titan Esports Club,Bind,Titan Esports Club,10,1,2,0,4,2,2,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Trace Esports vs Titan Esports Club,Haven,Trace Esports,13,0,0,0,8,1,0,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Trace Esports vs Titan Esports Club,Haven,Titan Esports Club,8,1,0,1,13,0,0,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,EDward Gaming vs Bilibili Gaming,Icebox,EDward Gaming,10,1,2,0,8,0,3,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,EDward Gaming vs Bilibili Gaming,Icebox,Bilibili Gaming,8,0,3,0,10,1,2,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,EDward Gaming vs Bilibili Gaming,Haven,EDward Gaming,10,0,3,0,4,2,1,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,EDward Gaming vs Bilibili Gaming,Haven,Bilibili Gaming,4,2,1,1,10,0,3,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,JDG Esports vs All Gamers,Haven,JDG Esports,9,2,2,0,1,3,4,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,JDG Esports vs All Gamers,Haven,All Gamers,1,3,4,0,9,2,2,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,JDG Esports vs All Gamers,Icebox,JDG Esports,9,1,3,0,1,1,1,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,JDG Esports vs All Gamers,Icebox,All Gamers,1,1,1,0,9,1,3,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs FunPlus Phoenix,Icebox,TYLOO,3,0,2,0,7,2,3,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs FunPlus Phoenix,Icebox,FunPlus Phoenix,7,2,3,1,3,0,2,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs FunPlus Phoenix,Haven,TYLOO,10,0,3,1,8,2,2,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs FunPlus Phoenix,Haven,FunPlus Phoenix,8,2,2,0,10,0,3,1
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs FunPlus Phoenix,Ascent,TYLOO,8,0,5,0,2,1,1,0
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs FunPlus Phoenix,Ascent,FunPlus Phoenix,2,1,1,0,8,0,5,0
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Trace Esports vs All Gamers,Lotus,Trace Esports,10,1,2,0,5,0,2,0
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Trace Esports vs All Gamers,Lotus,All Gamers,5,0,2,0,10,1,2,0
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Trace Esports vs All Gamers,Sunset,Trace Esports,9,1,2,1,7,1,2,0
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Trace Esports vs All Gamers,Sunset,All Gamers,7,1,2,0,9,1,2,1
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,JDG Esports vs Bilibili Gaming,Sunset,JDG Esports,6,0,3,0,7,2,3,1
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,JDG Esports vs Bilibili Gaming,Sunset,Bilibili Gaming,7,2,3,1,6,0,3,0
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,JDG Esports vs Bilibili Gaming,Icebox,JDG Esports,5,0,0,2,10,1,2,0
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,JDG Esports vs Bilibili Gaming,Icebox,Bilibili Gaming,10,1,2,0,5,0,0,2
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,FunPlus Phoenix vs Trace Esports,Ascent,FunPlus Phoenix,3,0,0,0,13,0,0,0
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,FunPlus Phoenix vs Trace Esports,Ascent,Trace Esports,13,0,0,0,3,0,0,0
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,FunPlus Phoenix vs Trace Esports,Haven,FunPlus Phoenix,7,3,1,0,10,2,0,1
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,FunPlus Phoenix vs Trace Esports,Haven,Trace Esports,10,2,0,1,7,3,1,0
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,EDward Gaming vs Bilibili Gaming,Sunset,EDward Gaming,11,1,1,0,3,0,2,0
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,EDward Gaming vs Bilibili Gaming,Sunset,Bilibili Gaming,3,0,2,0,11,1,1,0
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,EDward Gaming vs Bilibili Gaming,Bind,EDward Gaming,7,0,0,0,7,2,4,0
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,EDward Gaming vs Bilibili Gaming,Bind,Bilibili Gaming,7,2,4,0,7,0,0,0
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,EDward Gaming vs Bilibili Gaming,Lotus,EDward Gaming,11,1,1,0,9,0,0,1
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,EDward Gaming vs Bilibili Gaming,Lotus,Bilibili Gaming,9,0,0,1,11,1,1,0
Champions Tour 2024: China Stage 2,Playoffs,Upper Final,Trace Esports vs EDward Gaming,Sunset,Trace Esports,0,0,2,0,12,1,0,0
Champions Tour 2024: China Stage 2,Playoffs,Upper Final,Trace Esports vs EDward Gaming,Sunset,EDward Gaming,12,1,0,0,0,0,2,0
Champions Tour 2024: China Stage 2,Playoffs,Upper Final,Trace Esports vs EDward Gaming,Abyss,Trace Esports,4,1,0,0,10,0,3,0
Champions Tour 2024: China Stage 2,Playoffs,Upper Final,Trace Esports vs EDward Gaming,Abyss,EDward Gaming,10,0,3,0,4,1,0,0
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,Ascent,FunPlus Phoenix,10,0,3,0,2,1,0,0
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,Ascent,Bilibili Gaming,2,1,0,0,10,0,3,0
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,Icebox,FunPlus Phoenix,8,2,2,0,10,1,3,0
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,Icebox,Bilibili Gaming,10,1,3,0,8,2,2,0
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,Lotus,FunPlus Phoenix,11,0,2,0,8,0,2,0
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,Lotus,Bilibili Gaming,8,0,2,0,11,0,2,0
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,Lotus,Trace Esports,9,1,3,0,7,2,1,1
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,Lotus,FunPlus Phoenix,7,2,1,1,9,1,3,0
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,Ascent,Trace Esports,9,2,2,0,7,0,1,0
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,Ascent,FunPlus Phoenix,7,0,1,0,9,2,2,0
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,Abyss,Trace Esports,6,1,1,0,9,0,4,0
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,Abyss,FunPlus Phoenix,9,0,4,0,6,1,1,0
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,Bind,Trace Esports,6,1,2,0,9,1,3,0
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,Bind,FunPlus Phoenix,9,1,3,0,6,1,2,0
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,Haven,Trace Esports,5,2,1,0,7,2,4,0
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,Haven,FunPlus Phoenix,7,2,4,0,5,2,1,0
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,Sunset,EDward Gaming,10,2,1,0,8,1,0,0
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,Sunset,FunPlus Phoenix,8,1,0,0,10,2,1,0
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,Abyss,EDward Gaming,3,3,2,0,10,0,3,0
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,Abyss,FunPlus Phoenix,10,0,3,0,3,3,2,0
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,Haven,EDward Gaming,7,0,5,1,5,0,2,0
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,Haven,FunPlus Phoenix,5,0,2,0,7,0,5,1
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,Icebox,EDward Gaming,7,1,1,0,11,0,2,0
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,Icebox,FunPlus Phoenix,11,0,2,0,7,1,1,0
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,Bind,EDward Gaming,9,3,1,0,6,1,1,0
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,Bind,FunPlus Phoenix,6,1,1,0,9,3,1,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,ZETA DIVISION vs DRX,Icebox,ZETA DIVISION,0,0,0,0,11,1,1,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,ZETA DIVISION vs DRX,Icebox,DRX,11,1,1,0,0,0,0,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,ZETA DIVISION vs DRX,Sunset,ZETA DIVISION,7,0,6,0,10,1,0,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,ZETA DIVISION vs DRX,Sunset,DRX,10,1,0,0,7,0,6,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,ZETA DIVISION vs DRX,Breeze,ZETA DIVISION,1,1,1,1,10,3,0,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,ZETA DIVISION vs DRX,Breeze,DRX,10,3,0,0,1,1,1,1
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs BLEED,Ascent,Team Secret,7,0,2,1,9,0,4,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs BLEED,Ascent,BLEED,9,0,4,0,7,0,2,1
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs BLEED,Sunset,Team Secret,9,2,2,0,6,2,0,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs BLEED,Sunset,BLEED,6,2,0,0,9,2,2,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs BLEED,Split,Team Secret,9,3,0,1,4,2,1,1
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs BLEED,Split,BLEED,4,2,1,1,9,3,0,1
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,T1 vs Gen.G,Split,T1,9,1,3,0,10,3,1,1
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,T1 vs Gen.G,Split,Gen.G,10,3,1,1,9,1,3,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,T1 vs Gen.G,Lotus,T1,10,1,2,0,2,1,2,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,T1 vs Gen.G,Lotus,Gen.G,2,1,2,0,10,1,2,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,T1 vs Gen.G,Sunset,T1,5,2,1,1,7,3,3,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,T1 vs Gen.G,Sunset,Gen.G,7,3,3,0,5,2,1,1
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Paper Rex vs Talon Esports,Icebox,Paper Rex,8,4,1,0,2,0,2,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Paper Rex vs Talon Esports,Icebox,Talon Esports,2,0,2,0,8,4,1,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Paper Rex vs Talon Esports,Sunset,Paper Rex,9,3,1,0,6,0,1,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Paper Rex vs Talon Esports,Sunset,Talon Esports,6,0,1,0,9,3,1,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Rex Regum Qeon vs DetonatioN FocusMe,Icebox,Rex Regum Qeon,11,1,3,0,7,2,3,1
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Rex Regum Qeon vs DetonatioN FocusMe,Icebox,DetonatioN FocusMe,7,2,3,1,11,1,3,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Rex Regum Qeon vs DetonatioN FocusMe,Ascent,Rex Regum Qeon,10,0,2,1,6,1,1,1
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Rex Regum Qeon vs DetonatioN FocusMe,Ascent,DetonatioN FocusMe,6,1,1,1,10,0,2,1
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs Global Esports,Sunset,Team Secret,8,1,4,0,7,0,1,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs Global Esports,Sunset,Global Esports,7,0,1,0,8,1,4,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs Global Esports,Ascent,Team Secret,10,0,3,0,7,1,1,1
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs Global Esports,Ascent,Global Esports,7,1,1,1,10,0,3,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Talon Esports vs Rex Regum Qeon,Lotus,Talon Esports,8,3,3,1,7,1,5,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Talon Esports vs Rex Regum Qeon,Lotus,Rex Regum Qeon,7,1,5,0,8,3,3,1
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Talon Esports vs Rex Regum Qeon,Ascent,Talon Esports,7,0,2,1,10,1,2,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Talon Esports vs Rex Regum Qeon,Ascent,Rex Regum Qeon,10,1,2,0,7,0,2,1
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Talon Esports vs Rex Regum Qeon,Icebox,Talon Esports,7,3,3,0,9,1,0,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Talon Esports vs Rex Regum Qeon,Icebox,Rex Regum Qeon,9,1,0,0,7,3,3,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Paper Rex vs DRX,Split,Paper Rex,10,2,1,0,2,0,0,2
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Paper Rex vs DRX,Split,DRX,2,0,0,2,10,2,1,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Paper Rex vs DRX,Haven,Paper Rex,7,0,1,0,10,3,0,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Paper Rex vs DRX,Haven,DRX,10,3,0,0,7,0,1,0
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Paper Rex vs DRX,Icebox,Paper Rex,10,1,2,0,3,1,1,0
