Tournament,Stage,Match Type,Match Name,Team,Action,Map
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,G2 Esports vs 100 Thieves,G2 Esports,ban,Ascent
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sentinels vs Leviatán,Sentinels,ban,Breeze
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sentinels vs Leviatán,Leviatán,ban,Split
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sentinels vs Leviatán,Sentinels,pick,Lotus
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sentinels vs Leviatán,Leviatán,pick,Icebox
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sentinels vs Leviatán,Sentinels,ban,Ascent
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Sentinels vs Leviatán,Leviatán,ban,Sunset
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,KRÜ Esports vs MIBR,KRÜ Esports,ban,Bind
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,KRÜ Esports vs MIBR,MIBR,ban,Lotus
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,KRÜ Esports vs MIBR,KRÜ Esports,pick,Icebox
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,KRÜ Esports vs MIBR,MIBR,pick,Sunset
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,KRÜ Esports vs MIBR,KRÜ Esports,ban,Breeze
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,KRÜ Esports vs MIBR,MIBR,ban,Split
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,NRG Esports vs FURIA,FURIA,ban,Sunset
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,NRG Esports vs FURIA,NRG Esports,ban,Icebox
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,NRG Esports vs FURIA,FURIA,pick,Split
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,NRG Esports vs FURIA,NRG Esports,pick,Breeze
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,NRG Esports vs FURIA,FURIA,ban,Ascent
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,NRG Esports vs FURIA,NRG Esports,ban,Lotus
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Cloud9 vs Evil Geniuses,Cloud9,ban,Breeze
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Cloud9 vs Evil Geniuses,Evil Geniuses,ban,Bind
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Cloud9 vs Evil Geniuses,Cloud9,pick,Lotus
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Cloud9 vs Evil Geniuses,Evil Geniuses,pick,Sunset
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Cloud9 vs Evil Geniuses,Cloud9,ban,Icebox
Champions Tour 2024: Americas Stage 1,Regular Season,Week 2,Cloud9 vs Evil Geniuses,Evil Geniuses,ban,Ascent
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sentinels vs MIBR,Sentinels,ban,Breeze
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sentinels vs MIBR,MIBR,ban,Split
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sentinels vs MIBR,Sentinels,pick,Lotus
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sentinels vs MIBR,MIBR,pick,Bind
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sentinels vs MIBR,Sentinels,ban,Ascent
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sentinels vs MIBR,MIBR,ban,Icebox
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Cloud9 vs LOUD,Cloud9,ban,Breeze
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Cloud9 vs LOUD,LOUD,ban,Split
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Cloud9 vs LOUD,Cloud9,pick,Bind
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Cloud9 vs LOUD,LOUD,pick,Icebox
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Cloud9 vs LOUD,Cloud9,ban,Ascent
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Cloud9 vs LOUD,LOUD,ban,Sunset
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,KRÜ Esports vs Evil Geniuses,Evil Geniuses,ban,Split
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,KRÜ Esports vs Evil Geniuses,KRÜ Esports,ban,Bind
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,KRÜ Esports vs Evil Geniuses,Evil Geniuses,pick,Lotus
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,KRÜ Esports vs Evil Geniuses,KRÜ Esports,pick,Breeze
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,KRÜ Esports vs Evil Geniuses,Evil Geniuses,ban,Ascent
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,KRÜ Esports vs Evil Geniuses,KRÜ Esports,ban,Sunset
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,NRG Esports vs Leviatán,NRG Esports,ban,Icebox
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,NRG Esports vs Leviatán,Leviatán,ban,Ascent
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,NRG Esports vs Leviatán,NRG Esports,pick,Sunset
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,NRG Esports vs Leviatán,Leviatán,pick,Bind
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,NRG Esports vs Leviatán,NRG Esports,ban,Lotus
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,NRG Esports vs Leviatán,Leviatán,ban,Split
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,G2 Esports vs FURIA,FURIA,ban,Split
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,G2 Esports vs FURIA,G2 Esports,ban,Sunset
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,G2 Esports vs FURIA,FURIA,pick,Lotus
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,G2 Esports vs FURIA,G2 Esports,pick,Icebox
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,G2 Esports vs FURIA,FURIA,ban,Ascent
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,G2 Esports vs FURIA,G2 Esports,ban,Bind
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Cloud9 vs 100 Thieves,100 Thieves,ban,Lotus
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Cloud9 vs 100 Thieves,Cloud9,ban,Breeze
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Cloud9 vs 100 Thieves,100 Thieves,pick,Bind
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Cloud9 vs 100 Thieves,Cloud9,pick,Ascent
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Cloud9 vs 100 Thieves,100 Thieves,ban,Split
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Cloud9 vs 100 Thieves,Cloud9,ban,Sunset
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sentinels vs Evil Geniuses,Sentinels,ban,Breeze
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sentinels vs Evil Geniuses,Evil Geniuses,ban,Split
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sentinels vs Evil Geniuses,Sentinels,pick,Lotus
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sentinels vs Evil Geniuses,Evil Geniuses,pick,Bind
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sentinels vs Evil Geniuses,Sentinels,ban,Ascent
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,Sentinels vs Evil Geniuses,Evil Geniuses,ban,Icebox
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,NRG Esports vs MIBR,MIBR,ban,Ascent
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,NRG Esports vs MIBR,NRG Esports,ban,Icebox
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,NRG Esports vs MIBR,MIBR,pick,Split
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,NRG Esports vs MIBR,NRG Esports,pick,Breeze
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,NRG Esports vs MIBR,MIBR,ban,Lotus
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,NRG Esports vs MIBR,NRG Esports,ban,Bind
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,G2 Esports vs Leviatán,Leviatán,ban,Split
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,G2 Esports vs Leviatán,G2 Esports,ban,Sunset
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,G2 Esports vs Leviatán,Leviatán,pick,Breeze
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,G2 Esports vs Leviatán,G2 Esports,pick,Icebox
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,G2 Esports vs Leviatán,Leviatán,ban,Ascent
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,G2 Esports vs Leviatán,G2 Esports,ban,Bind
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,KRÜ Esports vs LOUD,KRÜ Esports,ban,Bind
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,KRÜ Esports vs LOUD,LOUD,ban,Sunset
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,KRÜ Esports vs LOUD,KRÜ Esports,pick,Split
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,KRÜ Esports vs LOUD,LOUD,pick,Ascent
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,KRÜ Esports vs LOUD,KRÜ Esports,ban,Breeze
Champions Tour 2024: Americas Stage 1,Regular Season,Week 3,KRÜ Esports vs LOUD,LOUD,ban,Icebox
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,G2 Esports vs MIBR,G2 Esports,ban,Sunset
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,G2 Esports vs MIBR,MIBR,ban,Lotus
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,G2 Esports vs MIBR,G2 Esports,pick,Icebox
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,G2 Esports vs MIBR,MIBR,pick,Bind
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,G2 Esports vs MIBR,G2 Esports,ban,Breeze
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,G2 Esports vs MIBR,MIBR,ban,Ascent
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sentinels vs LOUD,Sentinels,ban,Breeze
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sentinels vs LOUD,LOUD,ban,Split
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sentinels vs LOUD,Sentinels,pick,Lotus
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sentinels vs LOUD,LOUD,pick,Icebox
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sentinels vs LOUD,Sentinels,ban,Bind
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Sentinels vs LOUD,LOUD,ban,Sunset
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Cloud9 vs FURIA,FURIA,ban,Sunset
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Cloud9 vs FURIA,Cloud9,ban,Breeze
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Cloud9 vs FURIA,FURIA,pick,Ascent
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Cloud9 vs FURIA,Cloud9,pick,Lotus
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Cloud9 vs FURIA,FURIA,ban,Icebox
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,Cloud9 vs FURIA,Cloud9,ban,Split
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,NRG Esports vs Evil Geniuses,NRG Esports,ban,Icebox
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,NRG Esports vs Evil Geniuses,Evil Geniuses,ban,Breeze
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,NRG Esports vs Evil Geniuses,NRG Esports,pick,Ascent
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,NRG Esports vs Evil Geniuses,Evil Geniuses,pick,Lotus
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,NRG Esports vs Evil Geniuses,NRG Esports,ban,Bind
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,NRG Esports vs Evil Geniuses,Evil Geniuses,ban,Split
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,KRÜ Esports vs 100 Thieves,100 Thieves,ban,Lotus
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,KRÜ Esports vs 100 Thieves,KRÜ Esports,ban,Bind
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,KRÜ Esports vs 100 Thieves,100 Thieves,pick,Sunset
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,KRÜ Esports vs 100 Thieves,KRÜ Esports,pick,Breeze
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,KRÜ Esports vs 100 Thieves,100 Thieves,ban,Icebox
Champions Tour 2024: Americas Stage 1,Regular Season,Week 4,KRÜ Esports vs 100 Thieves,KRÜ Esports,ban,Ascent
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Sentinels vs FURIA,Sentinels,ban,Breeze
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Sentinels vs FURIA,FURIA,ban,Sunset
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Sentinels vs FURIA,Sentinels,pick,Split
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Sentinels vs FURIA,FURIA,pick,Icebox
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Sentinels vs FURIA,Sentinels,ban,Ascent
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Sentinels vs FURIA,FURIA,ban,Lotus
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,NRG Esports vs 100 Thieves,NRG Esports,ban,Icebox
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,NRG Esports vs 100 Thieves,100 Thieves,ban,Lotus
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,NRG Esports vs 100 Thieves,NRG Esports,pick,Split
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,NRG Esports vs 100 Thieves,100 Thieves,pick,Bind
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,NRG Esports vs 100 Thieves,NRG Esports,ban,Sunset
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,NRG Esports vs 100 Thieves,100 Thieves,ban,Breeze
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,KRÜ Esports vs Leviatán,KRÜ Esports,ban,Bind
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,KRÜ Esports vs Leviatán,Leviatán,ban,Split
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,KRÜ Esports vs Leviatán,KRÜ Esports,pick,Ascent
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,KRÜ Esports vs Leviatán,Leviatán,pick,Breeze
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,KRÜ Esports vs Leviatán,KRÜ Esports,ban,Sunset
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,KRÜ Esports vs Leviatán,Leviatán,ban,Icebox
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Cloud9 vs MIBR,Cloud9,ban,Breeze
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Cloud9 vs MIBR,MIBR,ban,Lotus
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Cloud9 vs MIBR,Cloud9,pick,Icebox
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Cloud9 vs MIBR,MIBR,pick,Sunset
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Cloud9 vs MIBR,Cloud9,ban,Ascent
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,Cloud9 vs MIBR,MIBR,ban,Bind
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,G2 Esports vs LOUD,G2 Esports,ban,Sunset
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,G2 Esports vs LOUD,LOUD,ban,Split
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,G2 Esports vs LOUD,G2 Esports,pick,Bind
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,G2 Esports vs LOUD,LOUD,pick,Icebox
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,G2 Esports vs LOUD,G2 Esports,ban,Breeze
Champions Tour 2024: Americas Stage 1,Regular Season,Week 5,G2 Esports vs LOUD,LOUD,ban,Ascent
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,Cloud9 vs G2 Esports,Cloud9,ban,Breeze
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,Cloud9 vs G2 Esports,G2 Esports,ban,Sunset
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,Cloud9 vs G2 Esports,Cloud9,pick,Lotus
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,Cloud9 vs G2 Esports,G2 Esports,pick,Ascent
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,Cloud9 vs G2 Esports,Cloud9,ban,Split
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,Cloud9 vs G2 Esports,G2 Esports,ban,Icebox
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,100 Thieves vs LOUD,100 Thieves,ban,Lotus
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,100 Thieves vs LOUD,LOUD,ban,Split
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,100 Thieves vs LOUD,100 Thieves,pick,Bind
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,100 Thieves vs LOUD,LOUD,pick,Icebox
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,100 Thieves vs LOUD,100 Thieves,ban,Breeze
Champions Tour 2024: Americas Stage 1,Playoffs,Knockout Round,100 Thieves vs LOUD,LOUD,ban,Sunset
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs G2 Esports,KRÜ Esports,ban,Bind
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs G2 Esports,G2 Esports,ban,Sunset
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs G2 Esports,KRÜ Esports,pick,Icebox
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs G2 Esports,G2 Esports,pick,Ascent
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs G2 Esports,KRÜ Esports,ban,Split
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs G2 Esports,G2 Esports,ban,Breeze
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,Leviatán vs 100 Thieves,100 Thieves,ban,Lotus
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,Leviatán vs 100 Thieves,Leviatán,ban,Split
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,Leviatán vs 100 Thieves,100 Thieves,pick,Bind
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,Leviatán vs 100 Thieves,Leviatán,pick,Sunset
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,Leviatán vs 100 Thieves,100 Thieves,ban,Breeze
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Semifinals,Leviatán vs 100 Thieves,Leviatán,ban,Ascent
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Final,G2 Esports vs 100 Thieves,G2 Esports,ban,Sunset
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Final,G2 Esports vs 100 Thieves,100 Thieves,ban,Lotus
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Final,G2 Esports vs 100 Thieves,G2 Esports,pick,Ascent
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Final,G2 Esports vs 100 Thieves,100 Thieves,pick,Bind
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Final,G2 Esports vs 100 Thieves,G2 Esports,ban,Breeze
Champions Tour 2024: Americas Stage 1,Playoffs,Upper Final,G2 Esports vs 100 Thieves,100 Thieves,ban,Icebox
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Round 1,KRÜ Esports vs Leviatán,Leviatán,ban,Split
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Round 1,KRÜ Esports vs Leviatán,KRÜ Esports,ban,Bind
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Round 1,KRÜ Esports vs Leviatán,Leviatán,pick,Lotus
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Round 1,KRÜ Esports vs Leviatán,KRÜ Esports,pick,Icebox
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Round 1,KRÜ Esports vs Leviatán,Leviatán,ban,Ascent
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Round 1,KRÜ Esports vs Leviatán,KRÜ Esports,ban,Breeze
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Final,G2 Esports vs Leviatán,G2 Esports,ban,Sunset
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Final,G2 Esports vs Leviatán,Leviatán,ban,Split
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Final,G2 Esports vs Leviatán,G2 Esports,pick,Bind
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Final,G2 Esports vs Leviatán,Leviatán,pick,Breeze
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Final,G2 Esports vs Leviatán,G2 Esports,pick,Icebox
Champions Tour 2024: Americas Stage 1,Playoffs,Lower Final,G2 Esports vs Leviatán,Leviatán,pick,Lotus
Champions Tour 2024: Americas Stage 1,Playoffs,Grand Final,100 Thieves vs G2 Esports,100 Thieves,ban,Lotus
Champions Tour 2024: Americas Stage 1,Playoffs,Grand Final,100 Thieves vs G2 Esports,100 Thieves,ban,Icebox
Champions Tour 2024: Americas Stage 1,Playoffs,Grand Final,100 Thieves vs G2 Esports,100 Thieves,pick,Bind
Champions Tour 2024: Americas Stage 1,Playoffs,Grand Final,100 Thieves vs G2 Esports,G2 Esports,pick,Breeze
Champions Tour 2024: Americas Stage 1,Playoffs,Grand Final,100 Thieves vs G2 Esports,100 Thieves,pick,Sunset
Champions Tour 2024: Americas Stage 1,Playoffs,Grand Final,100 Thieves vs G2 Esports,G2 Esports,pick,Ascent
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Karmine Corp vs GIANTX,GIANTX,ban,Lotus
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Karmine Corp vs GIANTX,Karmine Corp,ban,Ascent
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Karmine Corp vs GIANTX,GIANTX,pick,Breeze
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Karmine Corp vs GIANTX,Karmine Corp,pick,Sunset
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Karmine Corp vs GIANTX,GIANTX,ban,Split
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Karmine Corp vs GIANTX,Karmine Corp,ban,Icebox
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,KOI vs Team Liquid,KOI,ban,Lotus
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,KOI vs Team Liquid,Team Liquid,ban,Breeze
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,KOI vs Team Liquid,KOI,pick,Split
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,KOI vs Team Liquid,Team Liquid,pick,Ascent
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,KOI vs Team Liquid,KOI,ban,Bind
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,KOI vs Team Liquid,Team Liquid,ban,Sunset
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Team Vitality vs Natus Vincere,Natus Vincere,ban,Sunset
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Team Vitality vs Natus Vincere,Team Vitality,ban,Ascent
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Team Vitality vs Natus Vincere,Natus Vincere,pick,Bind
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Team Vitality vs Natus Vincere,Team Vitality,pick,Lotus
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Team Vitality vs Natus Vincere,Natus Vincere,ban,Breeze
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Team Vitality vs Natus Vincere,Team Vitality,ban,Split
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,FNATIC vs Team Heretics,FNATIC,ban,Sunset
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,FNATIC vs Team Heretics,Team Heretics,ban,Ascent
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,FNATIC vs Team Heretics,FNATIC,pick,Icebox
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,FNATIC vs Team Heretics,Team Heretics,pick,Lotus
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,FNATIC vs Team Heretics,FNATIC,ban,Split
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,FNATIC vs Team Heretics,Team Heretics,ban,Breeze
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Team Liquid vs FUT Esports,FUT Esports,ban,Breeze
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Team Liquid vs FUT Esports,Team Liquid,ban,Bind
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Team Liquid vs FUT Esports,FUT Esports,pick,Split
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Team Liquid vs FUT Esports,Team Liquid,pick,Icebox
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Team Liquid vs FUT Esports,FUT Esports,ban,Ascent
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,Team Liquid vs FUT Esports,Team Liquid,ban,Sunset
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,BBL Esports vs Gentle Mates,BBL Esports,ban,Lotus
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,BBL Esports vs Gentle Mates,Gentle Mates,ban,Bind
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,BBL Esports vs Gentle Mates,BBL Esports,pick,Ascent
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,BBL Esports vs Gentle Mates,Gentle Mates,pick,Sunset
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,BBL Esports vs Gentle Mates,BBL Esports,ban,Breeze
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 1,BBL Esports vs Gentle Mates,Gentle Mates,ban,Split
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 2,Karmine Corp vs FUT Esports,FUT Esports,ban,Sunset
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 2,Karmine Corp vs FUT Esports,Karmine Corp,ban,Ascent
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 2,Karmine Corp vs FUT Esports,FUT Esports,pick,Bind
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 2,Karmine Corp vs FUT Esports,Karmine Corp,pick,Lotus
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 2,Karmine Corp vs FUT Esports,FUT Esports,ban,Split
